Label,text
0,@mariojosko @pln_123 @pln_jabar Thankyou mas
1,"Dear @pln_123 ini dikampung saya kenapa listrik voltasenya suka naik turun ya? Kalo gini mah barang-barang eleltronik bisa pada rusak bos. Lalu siapa yg akan tanggung jawab? Mohon ditindak lanjut. Untuk alamat sudah saya DM, tolong dibalas jangan kayak doi cuma read doang bisanya"
0,"@pln_123 Selamat malam admin. Saya ingin bertanya apakah bisa mengubah data alamat yang tertera di pln mobile karena saya cek ternyata rt dan rw nya salah, apakah perlu dibetulkan atau bagaimana? Terima kasih."
1,"@pln_123 mati lampu daerah lombok barat dari jam 3 siang sampe sekarang, please di follow up"
1,"@pln_123 min sekitar narogong rawalumbu bekasi timur jam segini masih mati listrik, tolong ya min saya punya anak bayi, mksh"
0,@pln_123 urgent cek dm
0,@pln_123 sudah upgrade akun dan sudah lebih dari 24jam tp blm verifikasi kenapa ya ? https://t.co/yLBNwf6hdh
0,"RT @Gojekmilitan: Alhamdulillah

Salut sama petugas @pln_123  Hujan banyak petir tetap memperbaiki Sambungan Listrik yang Putus akibat kena…"
0,"@pln_123 @en_dzu kak min, .saya ada kendala dalam pengisian token listrik. beli tgl 8 Mei tapi kemarin mau sy isikan tidak bisa. gagal terus, bagaimana ya solusinya. trima"
0,@Jabelaii @pln_123 Sayangi hardisk dan mobo mu
0,@dorayak86361626 @pln_123 @pln_jabar Sdh ada respon ini https://t.co/LnVD9CzIAG
0,"@InfoGatrik @jokowi @erickthohir @DPR_RI @KemenBUMN @KementerianESDM @itjen_kesdm  @_pln_id @pln_123 @infoGatrik @LAPOR1708 @OmbudsmanRI137 @ListyoSigitP @DivHumas_Polri 
Pihak Pengembang Perumahan Diduga Curi Arus Listrik, PLN Bungkam, Terkesan Ada Kongkalikong https://t.co/oM5njvXPhX"
0,"@InfoGatrik @jokowi @erickthohir @DPR_RI @KemenBUMN @KementerianESDM @itjen_kesdm  @_pln_id @pln_123 @infoGatrik @LAPOR1708 @OmbudsmanRI137 @ListyoSigitP @DivHumas_Polri 
Pihak Pengembang Perumahan Diduga Curi Arus Listrik, PLN Bungkam, Terkesan Ada Kongkalikong https://t.co/oM5njvXPhX"
0,"@InfoGatrik @jokowi @erickthohir @DPR_RI @KemenBUMN @KementerianESDM @itjen_kesdm  @_pln_id @pln_123 @infoGatrik @LAPOR1708 @OmbudsmanRI137 @ListyoSigitP @DivHumas_Polri 
Pihak Pengembang Perumahan Diduga Curi Arus Listrik, PLN Bungkam, Terkesan Ada Kongkalikong https://t.co/oM5njvXPhX"
0,"@InfoGatrik @ptpjb @jokowi @erickthohir @DPR_RI @KemenBUMN @KementerianESDM @itjen_kesdm  @_pln_id @pln_123 @infoGatrik @LAPOR1708 @OmbudsmanRI137 @ListyoSigitP @DivHumas_Polri 
Pihak Pengembang Perumahan Diduga Curi Arus Listrik, PLN Bungkam, Terkesan Ada Kongkalikong https://t.co/oM5njvXPhX"
0,"@InfoGatrik @jokowi @erickthohir @DPR_RI @KemenBUMN @KementerianESDM @itjen_kesdm  @_pln_id @pln_123 @infoGatrik @LAPOR1708 @OmbudsmanRI137 @ListyoSigitP @DivHumas_Polri 
Pihak Pengembang Perumahan Diduga Curi Arus Listrik, PLN Bungkam, Terkesan Ada Kongkalikong https://t.co/oM5njvXPhX"
0,"@InfoGatrik @jokowi @erickthohir @DPR_RI @KemenBUMN @KementerianESDM @itjen_kesdm  @_pln_id @pln_123 @infoGatrik @LAPOR1708 @OmbudsmanRI137 @ListyoSigitP @DivHumas_Polri 
Pihak Pengembang Perumahan Diduga Curi Arus Listrik, PLN Bungkam, Terkesan Ada Kongkalikong https://t.co/oM5njvXPhX"
0,"@pln_123 cara cek penggunaan listrik gmn ya? tagihan saya naik 2x lipat, padahal penggunaan normal"
0,"@_pln_id @jokowi @erickthohir @DPR_RI @KemenBUMN @KementerianESDM @itjen_kesdm  @_pln_id @pln_123 @infoGatrik @LAPOR1708 @OmbudsmanRI137 @ListyoSigitP @DivHumas_Polri 
Pihak Pengembang Perumahan Diduga Curi Arus Listrik, PLN Bungkam, Terkesan Ada Kongkalikong https://t.co/oM5njvXPhX"
0,@samramoli @pln_123 Trims
0,"@_pln_id @InfoGatrik @jokowi @erickthohir @DPR_RI @KemenBUMN @KementerianESDM @itjen_kesdm  @_pln_id @pln_123 @infoGatrik @LAPOR1708 @OmbudsmanRI137 @ListyoSigitP @DivHumas_Polri 
Pihak Pengembang Perumahan Diduga Curi Arus Listrik, PLN Bungkam, Terkesan Ada Kongkalikong https://t.co/oM5njvXPhX"
0,"@_pln_id @jokowi @erickthohir @DPR_RI @KemenBUMN @KementerianESDM @itjen_kesdm  @_pln_id @pln_123 @infoGatrik @LAPOR1708 @OmbudsmanRI137 @ListyoSigitP @DivHumas_Polri 
Pihak Pengembang Perumahan Diduga Curi Arus Listrik, PLN Bungkam, Terkesan Ada Kongkalikong https://t.co/oM5njvXPhX"
0,"@_pln_id @jokowi @erickthohir @DPR_RI @KemenBUMN @KementerianESDM @itjen_kesdm  @_pln_id @pln_123 @infoGatrik @LAPOR1708 @OmbudsmanRI137 @ListyoSigitP @DivHumas_Polri 
Pihak Pengembang Perumahan Diduga Curi Arus Listrik, PLN Bungkam, Terkesan Ada Kongkalikong https://t.co/oM5njvXPhX"
0,"@_pln_id @jokowi @erickthohir @DPR_RI @KemenBUMN @KementerianESDM @itjen_kesdm  @_pln_id @pln_123 @infoGatrik @LAPOR1708 @OmbudsmanRI137 @ListyoSigitP @DivHumas_Polri 
Pihak Pengembang Perumahan Diduga Curi Arus Listrik, PLN Bungkam, Terkesan Ada Kongkalikong https://t.co/oM5njvXPhX"
1,"@pln_123 min listrik mati di daerah cawang, terutama di RT ku ini"
0,"@_pln_id @jokowi @erickthohir @DPR_RI @KemenBUMN @KementerianESDM @itjen_kesdm  @_pln_id @pln_123 @infoGatrik @LAPOR1708 @OmbudsmanRI137 @ListyoSigitP @DivHumas_Polri 
Pihak Pengembang Perumahan Diduga Curi Arus Listrik, PLN Bungkam, Terkesan Ada Kongkalikong https://t.co/oM5njvXPhX"
0,"@_pln_id @jokowi @erickthohir @DPR_RI @KemenBUMN @KementerianESDM @itjen_kesdm  @_pln_id @pln_123 @infoGatrik @LAPOR1708 @OmbudsmanRI137 @ListyoSigitP @DivHumas_Polri 
Pihak Pengembang Perumahan Diduga Curi Arus Listrik, PLN Bungkam, Terkesan Ada Kongkalikong https://t.co/oM5njvXPhX"
0,"@_pln_id @jokowi @erickthohir @DPR_RI @KemenBUMN @KementerianESDM @itjen_kesdm  @_pln_id @pln_123 @infoGatrik @LAPOR1708 @OmbudsmanRI137 @ListyoSigitP @DivHumas_Polri 
Pihak Pengembang Perumahan Diduga Curi Arus Listrik, PLN Bungkam, Terkesan Ada Kongkalikong https://t.co/oM5njvXPhX"
0,mati lampu 😭😭😭
0,@panggilYulaja Lebih takot naik motor pas di jalan mati lampu pas kita sendirian monanges takut ada yg nyautin nangis 🫠
1,"Wilayah cengkareng timur rw.09 rt.06 mati listrik sdh 1 jam yang lalu,ada apa ya kak?"
0,"@nanonkith @rinolinou tuh, dia keknya kaum ava mati lampu ham hem ham hem wakakakakam"
0,@_jeongjefa belom bayar listrik yh jdi mati lampu😭🤙🏻
0,RT @_jeongjefa: #JAEHYUN seperti mati lampu💃 https://t.co/C5S3lbF6i3
0,"RT @nankeyst: 113. Mati lampu &amp; Hujan. ( Tw // mentioning of selfharm ) 
[ https://t.co/5PdkYOKR9B ] https://t.co/scDkoZTRS3"
0,Token listrik rumah gw mati jam sgini pas bgt baru kelar mandi mau beli gak bisa bangke bgt emg
0,"RT @aikedamon: JUL-343 Seperti Mati Lampu – Reiko Kobayakawa [Sub Indo]

Genre: Married Woman, Sweat
Studio: Madonna

Full Movie: https://t…"
0,"+
Menggunakan Nen miliknya ke dalam bentuk perisai, Killua melindungi diri dengan kekuatan listrik yang sering kali terlihat di sekitarnya.

""Mohon maaf, sepertinya aku harus membuat misimu yang kali ini gagal. Aku tidak boleh mati sekarang.""

&gt; @FrxstHimegimi"
0,"galau itu pas lagi nongkrong di wc, trus mati lampu dan airnya abis (☄ฺ◣д◢)☄. #GesekGesekTembok"
1,"Dear @pln_123 
Di wilayah kami terjadi mati listrik
Komp. Deli Raya, Kel. Titipapan, Kec. Medan Deli, Kota Medan, Sumut
Mohon bantuannya untuk menghidupkan kembali listrik di area pemukiman kami"
0,mati listrik huaa gerahh
0,PLIS LGI ENAK2 LIAAT YUTUB MALAH MATI LAMPU
0,"Untung belom masuk kamar mandi, tiba2 mati listrik wkwkwk"
0,Ujan gt doang masa mati lampu anjir mana sumuk bgt lagi
0,KENAPA MATI LAMPU PAS BANGET GUE LAGI DI KAMAR MANDI???untung hapal jaln kamar
0,Malah mati lampu ~~~
0,Katanya hari ini bakal mati listrik jam 9 w tungguin udah jam seginu terpantau masi nyala jangan aje batre hp w dah sekarat baru mati
0,@Arfina_fitri Mati lampu mbok 😁
0,"tergantung, kalo males matiin lampu yodah dibiarin nyala. kalo lagi ga males/ ada adek buat disuruh matiin lampu, ya mati. https://t.co/F1BXhsP7LR"
0,KAMPRETTT MATI LAMPU 😭😭😭😭🖕🖕🖕🖕
0,"@mmirngi yang bener aje elu song mingi, itu lilin yang biasa buat mati lampu padahal"
0,"@laviedenoona terlebih buat kita² yg kost kalau udah pulang kerja, lampu mati hening, pasti ada aja yg dipikirin ada aja yg di bayangin, sampek waktu bergulir akhirnya blm bisa tidur"
0,"RT @leenoxjaem: —nomin short au. 

ceritanya lagi mati lampu dan jevon yang siwer salah masuk rumah, malah masuk rumah niel 🙃 https://t.co/…"
0,"@ddevaadevv Aku barusan selesai baca, langsung mati listrik dong😭😭😭"
0,(16/05/22) h-15 UTBK tapi mati listrik t___t https://t.co/Ko0DOco4mH
0,RT @_jeongjefa: #JAEHYUN seperti mati lampu💃 https://t.co/C5S3lbF6i3
0,@lovesoume TIDUR AJA GIH NANA sebelum mati lampu lagi (bukan doain)
0,"Ini gimana gue ya abis dari kamar mandi kesel sama cicak kadang tuh suka poop sembarangan sampe kena kepala gue, eh gue siram deh tuh di atas malah kena lampu sampe mati dan kedip"" lampunya😭😭 besok dimarahin gue nih fix"
0,@Askrlfess Mati lampu kali🤢
0,"Day5 ternyata emg akhirnya saling maaf2an antar komdis sama maba, terus jam 7an semua lampu di kamphs mati, kita kan disuruh bawa slayer, dan itu dipake buat nutupin mata kita, kita di tuntun sama mentor buat pindah tempat

Aku ngerasa yg nuntun aku tuh kaya pindah tangan gitu lo"
0,@akbarafnn @ilhamhidayats @nocontextwindah Mati di listrik gue. Masuk lagi 38277
0,mati tapi wajib make lampu tdr :” https://t.co/Tl9XH4KdXt
0,"Wkwk kocak bgt sih ini, mati lampu pas lgi call, dia ngomong aja gua nya diem karna gada sinyal https://t.co/jgAjuqN0V1"
0,@louvenjm kalo lampu yg mati gabisa party coy
0,ADA. mati lampu lama bgt sialan https://t.co/AdYCt7Ltc6
1,"@pln_123 info dong mati lampu sudah lama ini. Di desa wangunreja, kecamatan nyalindung, sukabumi. Kapan nyalanya ya"
0,Eh beneran laper tapi mati lampu gelap dah kedapur nya🥹
0,@Bininyadaniiik trus mati lampu &amp; sendirian..😶
0,Siapa yg pernah lg di kamar mandi trus mati lampu trus merasakan kegelapan yg sangat gelap tp chill aja karena ingat Yesus yg tlah mengalahkan kuasa kegelapan?🙋
0,"dh mati lampu, panas, paper lg sialan pln ngapain aja sih dr kemaren busett kenapa matinya ga siang ajasih"
0,@nengdenisha knp sih harus mati lampu jam segini 😭 mana sumuk bgt kak
0,Mana bisa tidur kpo mati lampu panas bgt😃😌
0,tidur lampu nyala atau mati? — Nyala https://t.co/UHwDjswHaM
0,siapa anjing malam ini? @infoPLN rumah gue mati lampu lg sialan
0,@dalkomhanuyu Kalo sampe mati listrik aku tidur sama ibu kak 😭
0,@warm_coupsmilk gak mati listrik kan ta? 😂
0,mati lampu ya sayang
0,"@afrkml Dulu pas tidurnya masih pake lampu nyala, selalu baca buku biar cepet ngantuk

Krna skrg udah pake lampu mati, jd gak bisa baca buku krna gak kliatan jd gatau klo gabisa tidur mau ngapain 😅"
0,@minjuukiem Seperti mati lampu ya sayang
0,"RT @aloafyou: nomin oneshot au 🔞
“mati lampu”

written by aloafyou https://t.co/MFkvTIMZFs"
0,"@FirstMediaCares
Haloo @FirstMediaCares ini internet saya kenapa ya??
Lampu indikator LOS berkedip warna merah dan lampu indikator internet mati https://t.co/2iDCjnYvwR"
0,"sangat amat teramat anjing, RUMAH AKU MATI LAMPU"
0,Panas banget anjer mati listrik 🥵
0,"Pipis, pasang obat nyamuk elektrik, tutup pintu, mati lampu. https://t.co/mPMDzXNLOK"
0,"Dulu gabisa tidur kalo lampunya di matiin, tapi gatau kenapa habis ai jatuh di kamar mandi kalau mau tidur lampu harus mati. Anehh"
0,@serotyn Knp ni mati lampu
0,@lilaccountz Yg utama klo tidur lampu harus mati
0,"Mati lampu, berasa kepanggang"
0,Lampu mati https://t.co/6wxS3FACpo
0,@davmseI Seperti mati lampu ya sayang ya
1,@pln_123 mohon maaf ini tidak ada pemberitahuan kenapa mati lampu daerah cengkareng timur. Mohon segera ditindak lanjutin..gerah..bumil mau pingsan
0,lampu nyala! harus nyala pokoknya karena serem kalo mati 😭 sumpah deh https://t.co/5nTTZeOn0J
0,Lagi enak-enak baca AU eh tiba-tiba mati listrik
0,@urjennie_ Mati lampu
0,@chenlestjerne aku lihat tadi ada yang tempat sampah pakai sensor... buka laci juga pakai sensor... ya Allah berasa dipenjara kalau mati lampu wkwkwk
0,RT @_jeongjefa: #JAEHYUN seperti mati lampu💃 https://t.co/C5S3lbF6i3
0,Kenapa sekarang jadi nggak bisa tidur kalo lampu mati si-_-
0,@inisayanx belut listrik klo disetrum tambah kuat atau mati?
0,"Well, ngetweet gni gara"" kzl dia minjem wc ga jam yg tepat. gerbang udh ditutup bbrp lampu udh mati, tetiba dia masuk kaya...?! Gmna ya, makanya agak curiga. Karyawan toko yg dulu aja ga begini lo."
0,"RT @goenjack2000: Haduuh,,, sdh mendung mlh mati lampu pula.... https://t.co/HGJ2vJaasI"
0,@catofjuly adinnn🫠 ini mati lampu KAH
0,ini tadi sidoarjo mana aja yg lampu mati
0,"Seperti mati lampu ya sayang, seperti mati lampuuu~"
0,"Gw yg niat keluar nyari makan sekaligus jalan jalan

Tapi harus ngelewatin kua + klinik yang katanya serem poll, mana lampu jalan disekitar situ mati semua"
0,Mati lampu mulu buset
0,@chenlestjerne PLS INI BENER BANGET... KALAU PAKAI KOMPOR LISTRIK TERUS MATI LAMPU MASA GA MAKAN SEHARIAN???
0,terpantau doi w blom jg on karna sedang mati lampu... dasar manusia purba 😒🤨😴
0,"@FirstMediaCares Lampu LOS &amp; PON nyala, tv kabel nyala. Internet yang mati"
0,"baru nyampe rumah bgt tbtb lampu rumah mati eh w liat ada bunda duduk diluar katanya cemas nungguin w balik karna uda lewat jam 10, trus diomelin karna lupa ngasi kabar😩"
0,anjingggggg kok mati lampu sih
0,Lampu mati https://t.co/XznmYQ4x8p
0,"5(a) bahkan yg udah kenalan lama aja kdg kita gak tau dia bisa sekufu/gak sama kita kalo urusan di rumtang. Apa tidur kudu mati lampu atau nyala lampu; tidur ngadep kiri/kanan 👀 makanya agak heran dah mensyen ""sefrekuensi"" di awal pdhl SETENGAH MAMPOS mba nyari org kek gitu 😭"
0,@convomf Pilih lampu tidur mati/nyala ?
0,@afrkml Lampu kudu mati trs nginget abis ngapain aja hari ini trs berdoa semoga dilancarin kerjanya nersss
0,RT @_jeongjefa: #JAEHYUN seperti mati lampu💃 https://t.co/C5S3lbF6i3
1,"tolong pak @pln_123 ,di perum poris indah blok D Kel cipondoh indah tangerang, Mati Lampu ! @SonoraFM92 @erickthohir @jokowi"
0,Lama bener mati lampu
0,@cwristian lu mending isi token listrik dah tu profil lu mati lampu
0,yaelah mati lampu
0,@SReshal6 @icecoldnovember seperti mati lampu ya sayang💀💀
0,@ghikuzo mati listrik 🤧
0,"️️ ️️
 ️️

  ️️

Mati lah, tapi ditemenin sama lampu tidur.            

    ️️
 ️️
 ️️
 ️️ https://t.co/wtmOmVU2o6"
0,"@afrkml Cuci muka, sikat gigi, minum air putih,   ngusapin fresh care ke badan. Pake handbody, sama pake parfum dikit (suka banget tidur dlm keadaan wangi) Mati in lampu, ngadep Kanan baca doa tidur sambil syahadat. Dengerin playlist di spotify. Udah gitu sih."
0,"Tadi aku buat yg PC bentuk love itu, tapi pas bgt aku selese nata mati listrik"
0,dari sore mati lampu baru nyala skrg huhu
0,"- jatoh dari tangga lantai 2 hamdalah mendarat selamat meskipun luka
- kaos kaki ke flush di toilet abis nyuci si bego emg
- simulasi mati suri sampe disamperin temen kost
- kepeleset di toilet demi menyelamatkan microgreens
- jatoh dari tangga bangunan pas lg ganti lampu kamar https://t.co/jnIeWozW8G"
0,Capek banget mati lampu dua malam berturut2 😭😭 my house is right next to a paddy field it's pretty much scary when everything is dark and every little sound makes me anxious 😭😭
0,Mati lampu setengah jam anjrit
0,"@EL_Cuddlecare @elonmusk @jokowi Pernyataan anda mencerminkan pendidikan anda begitu rendah wkkwkw ..  mungkin lu ngomong giy krna lu tinggak di kota . Gimana dengan daerah yg tertinggal, jalan berlumpur, jembatan udah rusak parah anak2 sekolah bertaruh nyawah lewatin sungai krna jembatannya belum dibangun."
0,"@fireflies_2108 @ohmybeautybank Kakk, tipe doyoung kalo dipake basah2an rusak ga yaa? Trus bersihinnya gampang gaa? Dipake jalan jauh ga sakit kan yaa?"
0,"@sahilucu @aintairi Kakk, tipe doyoung kalo dipake basah2an rusak ga yaa? Trus bersihinnya gampang gaa? Dipake jalan jauh ga sakit kan yaa?"
0,"@0xbigwin010216 @ohmybeautybank Kakk, tipe doyoung kalo dipake basah2an rusak ga yaa? Trus bersihinnya gampang gaa? Dipake jalan jauh ga sakit kan yaa?"
0,"@arrumanys @ohmybeautybank Kakk, tipe doyoung kalo dipake basah2an rusak ga yaa? Trus bersihinnya gampang gaa? Dipake jalan jauh ga sakit kan yaa?"
0,"@awgreentea @miloo0oss @ohmybeautybank Kakk, tipe doyoung kalo dipake basah2an rusak ga yaa? Trus bersihinnya gampang gaa? Dipake jalan jauh ga sakit kan yaa?"
0,"@renjuniisme @ohmybeautybank Kakk, tipe doyoung kalo dipake basah2an rusak ga yaa? Trus bersihinnya gampang gaa? Dipake jalan jauh ga sakit kan yaa?"
0,"@hikmahhara @ohmybeautybank Kakk, tipe doyoung kalo dipake basah2an rusak ga yaa? Trus bersihinnya gampang gaa? Dipake jalan jauh ga sakit kan yaa?"
0,"@kyaradaire @ohmybeautybank Kakk, tipe doyoung kalo dipake basah2an rusak ga yaa? Trus bersihinnya gampang gaa? Dipake jalan jauh ga sakit kan yaa?"
